8.309927332840569836e-01,0.000000000000000000e+00,1.091122780795501512e+00
8.292135140539330651e-01,5.434952512428698618e-02,1.091122780795501512e+00
8.435589920899141392e-01,5.528977743050512289e-02,1.071913879267592185e+00
8.576475138851652469e-01,5.621318793491383858e-02,1.052378462388195324e+00
8.714747879394687535e-01,5.711947535772819023e-02,1.032522480834535905e+00
8.850366023312001840e-01,5.800836363501980092e-02,1.012351982930944416e+00
8.983288260003194914e-01,5.887958200280855176e-02,9.918731128064782743e-01
9.113474100067322503e-01,5.973286507953991936e-02,9.710921085233606975e-01
9.240883887636365257e-01,6.056795294692281229e-02,9.500153001768063543e-01
8.238834752534556216e-01,1.084663172381008650e-01,1.091122780795501512e+00
8.381367430766901716e-01,1.103427955458117643e-01,1.071913879267592185e+00
8.521347063287707524e-01,1.121856623690847543e-01,1.052378462388195324e+00
8.658731010944892281e-01,1.139943563528331844e-01,1.032522480834535905e+00
8.793477425257132385e-01,1.157683265513484300e-01,1.012351982930944416e+00
8.925545261161310640e-01,1.175070325961231898e-01,9.918731128064782743e-01
9.054894289515241779e-01,1.192099448604529710e-01,9.710921085233606975e-01
9.181485109351855689e-01,1.208765446207655941e-01,9.500153001768063543e-01
9.305279159881115758e-01,1.225063242146293419e-01,9.286491079668134363e-01
9.426238732236014162e-01,1.240987871953918992e-01,9.070000402425076880e-01
9.544326980959048079e-01,1.256534484834028187e-01,8.850746915196373577e-01
9.659507935225710717e-01,1.271698345137733943e-01,8.628797404718192565e-01
9.771746509801548797e-01,1.286474833806292295e-01,8.404219478961497680e-01
9.881008515729468034e-01,1.300859449778111465e-01,8.177081546538006451e-01
8.150254409270507594e-01,1.621186399294492486e-01,1.091122780795501512e+00
8.291254638565181967e-01,1.649233088704570860e-01,1.071913879267592185e+00
8.429729271377762734e-01,1.676777405739350302e-01,1.052378462388195324e+00
8.565636126993660948e-01,1.703810960133033958e-01,1.032522480834535905e+00
8.698933806868096585e-01,1.730325517203073760e-01,1.012351982930944416e+00
8.829581707236496824e-01,1.756313000358533938e-01,9.918731128064782743e-01
8.957540031482794651e-01,1.781765493560298896e-01,9.710921085233606975e-01
9.082769802261863035e-01,1.806675243732375202e-01,9.500153001768063543e-01
9.205232873372395375e-01,1.831034663123554673e-01,9.286491079668134363e-01
9.324891941376605153e-01,1.854836331618715528e-01,9.070000402425076880e-01
9.441710556963215373e-01,1.878072998999062437e-01,8.850746915196373577e-01
9.555653136050271668e-01,1.900737587150612695e-01,8.628797404718192565e-01
9.666684970624396245e-01,1.922823192220258215e-01,8.404219478961497680e-01
9.774772239313188615e-01,1.944323086718747207e-01,8.177081546538006451e-01
9.879882017687539042e-01,1.965230721569940497e-01,7.947452795862274266e-01
9.981982288290738303e-01,1.985539728105726320e-01,7.715403174076220782e-01
1.008104195039128959e+00,2.005243920005976010e-01,7.481003365742551203e-01
1.017703082945650594e+00,2.024337295182958019e-01,7.244324771313570555e-01
1.026991968634395791e+00,2.042814037609631261e-01,7.005439485381895759e-01
1.035968022620800344e+00,2.060668519091264916e-01,6.764420274719760151e-01
